,id,listing_url,host_id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,price_range,Commune nom
14270,17709770,https://www.airbnb.com/rooms/17709770,68108917,100,f,Reuilly,48.84609,2.3677,Entire home/apt,5,2.5,4.0,5.0,600.0,5,28,t,1,5.0,Luxury,Paris 12ème
14489,18064196,https://www.airbnb.com/rooms/18064196,7608379,100,f,Palais-Bourbon,48.85761,2.29854,Entire home/apt,6,2.0,2.0,3.0,1052.0,2,1125,t,1,5.0,Luxury,Paris 7ème
14613,18034377,https://www.airbnb.com/rooms/18034377,15046821,100,f,Hôtel-de-Ville,48.85511,2.36131,Entire home/apt,7,2.0,4.0,4.0,600.0,6,21,t,7,5.0,Luxury,Paris 4ème
14962,18572655,https://www.airbnb.com/rooms/18572655,13495275,100,f,Popincourt,48.8688,2.37797,Entire home/apt,4,2.0,2.0,2.0,775.0,5,30,t,54,5.0,Luxury,Paris 11ème
15071,18810214,https://www.airbnb.com/rooms/18810214,26519817,100,f,Popincourt,48.85260345649375,2.3735294343082094,Entire home/apt,4,1.0,1.0,2.0,220.0,1,1125,t,9,5.0,Fair,Paris 11ème
15212,19104640,https://www.airbnb.com/rooms/19104640,68005192,100,f,Vaugirard,48.84652029100846,2.3049744218587875,Entire home/apt,4,1.0,1.0,2.0,250.0,3,90,t,17,5.0,Premium,Paris 15ème
15668,19472852,https://www.airbnb.com/rooms/19472852,40367413,100,t,Buttes-Chaumont,48.87413,2.38175,Entire home/apt,3,1.0,1.0,1.0,122.0,2,1125,t,34,5.0,Fair,Paris 19ème
15670,19481217,https://www.airbnb.com/rooms/19481217,136417379,100,f,Observatoire,48.82377,2.32434,Entire home/apt,4,1.0,1.0,1.0,306.0,3,30,t,3,5.0,Premium,Paris 14ème
15730,19590950,https://www.airbnb.com/rooms/19590950,6930541,100,f,Vaugirard,48.83575,2.29413,Entire home/apt,8,2.0,4.0,8.0,600.0,3,1125,t,2,5.0,Luxury,Paris 15ème
15842,19654397,https://www.airbnb.com/rooms/19654397,138354265,100,f,Passy,48.86169,2.27353,Entire home/apt,4,1.5,1.0,4.0,493.0,2,30,t,7,5.0,Premium,Paris 16ème
16153,19909939,https://www.airbnb.com/rooms/19909939,117929471,100,t,Batignolles-Monceau,48.8862,2.30058,Entire home/apt,5,2.0,3.0,4.0,220.0,3,1125,t,1,5.0,Fair,Paris 17ème
16324,20137110,https://www.airbnb.com/rooms/20137110,15849841,100,f,Buttes-Montmartre,48.89039,2.36223,Private room,2,1.0,1.0,1.0,90.0,2,7,t,1,5.0,Low-cost,Paris 18ème
16440,20224714,https://www.airbnb.com/rooms/20224714,144097820,100,f,Batignolles-Monceau,48.88368,2.30843,Entire home/apt,2,1.0,1.0,1.0,206.0,3,1125,t,34,5.0,Fair,Paris 17ème
16449,20228365,https://www.airbnb.com/rooms/20228365,96615073,100,f,Louvre,48.86455,2.34033,Entire home/apt,4,1.0,1.0,2.0,58.0,2,730,t,1,5.0,Low-cost,Paris 1er
16474,20471160,https://www.airbnb.com/rooms/20471160,183470185,100,f,Passy,48.86406,2.28492,Entire home/apt,6,3.0,3.0,3.0,6600.0,7,1125,t,3,5.0,Luxury,Paris 16ème
16476,20471163,https://www.airbnb.com/rooms/20471163,183470185,100,f,Passy,48.8642,2.2865,Entire home/apt,4,2.5,2.0,2.0,4500.0,7,1125,t,2,5.0,Luxury,Paris 16ème
16508,20264372,https://www.airbnb.com/rooms/20264372,9674196,100,f,Louvre,48.86156,2.34166,Entire home/apt,2,1.0,1.0,1.0,165.0,1,30,t,3,5.0,Fair,Paris 1er
16540,20274966,https://www.airbnb.com/rooms/20274966,3524539,100,f,Palais-Bourbon,48.86017,2.306,Entire home/apt,4,1.0,2.0,2.0,130.0,30,300,t,1,5.0,Fair,Paris 7ème
16712,20731119,https://www.airbnb.com/rooms/20731119,183470185,100,f,Passy,48.8639,2.28696,Entire home/apt,2,1.0,1.0,1.0,3000.0,7,1125,t,2,5.0,Luxury,Paris 16ème
16787,20781169,https://www.airbnb.com/rooms/20781169,33712805,100,f,Élysée,48.88059599322112,2.3262313069013665,Entire home/apt,4,2.0,2.0,2.0,300.0,1,365,t,1,5.0,Premium,Paris 8ème
16803,20791163,https://www.airbnb.com/rooms/20791163,69818941,100,f,Buttes-Montmartre,48.89055570168713,2.360554808334579,Entire home/apt,4,1.5,2.0,2.0,699.0,1,365,t,1,5.0,Luxury,Paris 18ème
16840,20807302,https://www.airbnb.com/rooms/20807302,70117720,100,f,Entrepôt,48.87873,2.36492,Entire home/apt,2,1.0,1.0,1.0,139.0,2,120,t,3,5.0,Fair,Paris 10ème
17071,21273138,https://www.airbnb.com/rooms/21273138,21003846,100,f,Popincourt,48.8706,2.37806,Entire home/apt,2,1.0,1.0,1.0,80.0,2,7,t,11,5.0,Low-cost,Paris 11ème
17275,21658783,https://www.airbnb.com/rooms/21658783,132640721,100,f,Bourse,48.8685980983137,2.333560104261393,Entire home/apt,4,3.0,3.0,4.0,400.0,90,360,t,1,5.0,Premium,Paris 2ème
17369,21556510,https://www.airbnb.com/rooms/21556510,106474621,100,f,Popincourt,48.85428,2.38761,Private room,2,1.0,1.0,1.0,74.0,1,365,t,2,5.0,Low-cost,Paris 11ème
17426,21768602,https://www.airbnb.com/rooms/21768602,62423571,100,f,Reuilly,48.84267,2.38813,Entire home/apt,2,1.0,1.0,1.0,176.0,3,1125,t,4,5.0,Fair,Paris 12ème
17545,21881396,https://www.airbnb.com/rooms/21881396,31028106,100,f,Luxembourg,48.85552,2.33233,Entire home/apt,5,2.5,3.0,3.0,1329.0,5,60,t,34,5.0,Luxury,Paris 6ème
17607,22021632,https://www.airbnb.com/rooms/22021632,70134316,100,f,Popincourt,48.85778,2.38521,Entire home/apt,2,1.0,1.0,1.0,150.0,2,7,t,7,5.0,Fair,Paris 11ème
17889,22302796,https://www.airbnb.com/rooms/22302796,1754892,100,f,Opéra,48.88064,2.34458,Entire home/apt,2,1.0,1.0,1.0,150.0,3,25,t,24,5.0,Fair,Paris 9ème
17955,22449948,https://www.airbnb.com/rooms/22449948,144346006,100,f,Buttes-Montmartre,48.885821275041,2.337944020230334,Entire home/apt,4,2.0,2.0,2.0,450.0,5,1125,t,6,5.0,Premium,Paris 18ème
18078,22727458,https://www.airbnb.com/rooms/22727458,13483487,100,f,Entrepôt,48.86918,2.35957,Entire home/apt,2,1.0,1.0,1.0,170.0,4,30,t,15,5.0,Fair,Paris 10ème
18101,22741825,https://www.airbnb.com/rooms/22741825,29038240,100,f,Batignolles-Monceau,48.87796,2.28887,Entire home/apt,2,1.0,1.0,1.0,189.0,2,7,t,26,5.0,Fair,Paris 17ème
18121,22895795,https://www.airbnb.com/rooms/22895795,19106162,100,f,Buttes-Chaumont,48.88512,2.37345,Entire home/apt,6,1.0,3.0,5.0,130.0,2,1125,t,9,5.0,Fair,Paris 19ème
18136,22767253,https://www.airbnb.com/rooms/22767253,67097768,100,f,Popincourt,48.856567906605605,2.379225809641697,Entire home/apt,4,1.0,1.0,2.0,129.0,3,30,t,1,5.0,Fair,Paris 11ème
18157,22804291,https://www.airbnb.com/rooms/22804291,39746192,100,f,Popincourt,48.86967,2.37113,Entire home/apt,4,1.0,1.0,1.0,190.0,3,120,t,7,5.0,Fair,Paris 11ème
18341,23126467,https://www.airbnb.com/rooms/23126467,29447400,100,t,Temple,48.85683,2.36367,Entire home/apt,6,3.0,3.0,3.0,800.0,7,300,t,23,5.0,Luxury,Paris 3ème
18352,23375113,https://www.airbnb.com/rooms/23375113,115544107,100,f,Batignolles-Monceau,48.88357,2.29293,Entire home/apt,2,1.0,1.0,1.0,129.0,3,20,t,11,5.0,Fair,Paris 17ème
18541,23743286,https://www.airbnb.com/rooms/23743286,23560866,100,f,Buttes-Chaumont,48.87890253520573,2.387280648084136,Entire home/apt,4,1.0,1.0,2.0,120.0,3,22,t,10,5.0,Fair,Paris 19ème
18622,23709163,https://www.airbnb.com/rooms/23709163,16201566,100,t,Élysée,48.87125,2.31459,Entire home/apt,3,0.0,1.0,2.0,250.0,1,1125,t,1,5.0,Premium,Paris 8ème
18624,23710895,https://www.airbnb.com/rooms/23710895,12345730,100,f,Buttes-Montmartre,48.88371,2.34842,Entire home/apt,5,1.0,3.0,3.0,300.0,5,1125,t,5,5.0,Premium,Paris 18ème
18628,23713985,https://www.airbnb.com/rooms/23713985,87783368,100,f,Ménilmontant,48.86869,2.39962,Entire home/apt,6,1.0,2.0,3.0,130.0,4,30,t,3,5.0,Fair,Paris 20ème
18718,23902647,https://www.airbnb.com/rooms/23902647,34582233,100,f,Ménilmontant,48.86462,2.40791,Entire home/apt,4,1.0,1.0,2.0,100.0,2,1125,t,2,5.0,Fair,Paris 20ème
18825,24095948,https://www.airbnb.com/rooms/24095948,2905878,100,t,Ménilmontant,48.86903,2.40651,Entire home/apt,2,1.0,1.0,2.0,69.0,30,1125,t,31,5.0,Low-cost,Paris 20ème
18890,24003772,https://www.airbnb.com/rooms/24003772,29115964,100,f,Bourse,48.869049072265625,2.345763921737671,Entire home/apt,6,2.0,3.0,3.0,600.0,5,42,t,1,5.0,Luxury,Paris 2ème
18894,24009088,https://www.airbnb.com/rooms/24009088,3293874,100,f,Batignolles-Monceau,48.87926,2.29428,Entire home/apt,2,1.5,1.0,1.0,600.0,4,1125,t,71,5.0,Luxury,Paris 17ème
18952,24296148,https://www.airbnb.com/rooms/24296148,183285283,100,f,Popincourt,48.86008,2.36939,Entire home/apt,2,1.0,1.0,1.0,240.0,8,60,t,38,5.0,Fair,Paris 11ème
18960,24190834,https://www.airbnb.com/rooms/24190834,279187,100,f,Buttes-Montmartre,48.8936,2.3328,Entire home/apt,4,1.0,1.0,2.0,117.0,4,1125,t,34,5.0,Fair,Paris 18ème
18968,24371000,https://www.airbnb.com/rooms/24371000,16392975,100,f,Passy,48.85948,2.27847,Entire home/apt,4,1.0,2.0,2.0,200.0,2,1125,t,5,5.0,Fair,Paris 16ème
18993,24387893,https://www.airbnb.com/rooms/24387893,177654426,100,t,Popincourt,48.849609375,2.387852907180786,Entire home/apt,6,2.0,2.0,3.0,210.0,4,120,t,31,5.0,Fair,Paris 11ème
19003,24332291,https://www.airbnb.com/rooms/24332291,11933077,100,f,Buttes-Chaumont,48.87534,2.38515,Entire home/apt,2,1.5,1.0,1.0,140.0,2,19,t,3,5.0,Fair,Paris 19ème
19018,24511700,https://www.airbnb.com/rooms/24511700,144789188,100,f,Opéra,48.87308,2.34276,Private room,2,1.0,1.0,1.0,150.0,4,31,t,22,5.0,Fair,Paris 9ème
19039,24650564,https://www.airbnb.com/rooms/24650564,9699455,100,f,Popincourt,48.862037658691406,2.371983051300049,Entire home/apt,2,1.0,1.0,2.0,343.0,4,60,t,8,5.0,Premium,Paris 11ème
19079,24438589,https://www.airbnb.com/rooms/24438589,80206002,100,f,Ménilmontant,48.87001,2.39044,Entire home/apt,2,1.0,1.0,1.0,140.0,3,1125,t,29,5.0,Fair,Paris 20ème
19243,24743818,https://www.airbnb.com/rooms/24743818,78258751,100,t,Luxembourg,48.85149,2.33752,Hotel room,2,1.0,1.0,1.0,411.0,1,1125,t,2,5.0,Premium,Paris 6ème
19244,24743821,https://www.airbnb.com/rooms/24743821,78258751,100,t,Luxembourg,48.85149,2.33752,Hotel room,3,1.0,1.0,2.0,462.0,1,1125,t,1,5.0,Premium,Paris 6ème
19282,24640236,https://www.airbnb.com/rooms/24640236,183728032,100,t,Opéra,48.8823,2.32766,Hotel room,2,1.0,1.0,1.0,286.0,1,1125,t,3,5.0,Premium,Paris 9ème
19297,24768442,https://www.airbnb.com/rooms/24768442,98466433,100,t,Observatoire,48.83654,2.32496,Hotel room,2,1.0,1.0,2.0,269.0,1,1125,t,15,5.0,Premium,Paris 14ème
19324,24842025,https://www.airbnb.com/rooms/24842025,26920328,100,f,Entrepôt,48.86968763094867,2.367843864342627,Entire home/apt,2,1.0,1.0,1.0,153.0,3,15,t,5,5.0,Fair,Paris 10ème
19327,24847127,https://www.airbnb.com/rooms/24847127,183728032,100,t,Opéra,48.88254,2.32889,Hotel room,2,1.0,1.0,1.0,326.0,1,1125,t,1,5.0,Premium,Paris 9ème
19347,24849445,https://www.airbnb.com/rooms/24849445,21083632,100,f,Panthéon,48.84346,2.34805,Entire home/apt,10,4.0,6.0,6.0,6000.0,5,1125,t,5,5.0,Luxury,Paris 5ème
19524,25110675,https://www.airbnb.com/rooms/25110675,95025725,100,f,Buttes-Montmartre,48.897998831883086,2.3312333159395044,Entire home/apt,3,1.0,1.0,2.0,110.0,3,120,t,2,5.0,Fair,Paris 18ème
19546,25362307,https://www.airbnb.com/rooms/25362307,109996426,100,f,Batignolles-Monceau,48.89111,2.32568,Entire home/apt,4,2.0,2.0,3.0,200.0,3,5,t,3,5.0,Fair,Paris 17ème
19773,25475670,https://www.airbnb.com/rooms/25475670,192275526,100,f,Ménilmontant,48.85503,2.40584,Entire home/apt,2,1.0,0.0,2.0,70.0,5,7,t,5,5.0,Low-cost,Paris 20ème
19815,25790429,https://www.airbnb.com/rooms/25790429,17044409,100,t,Hôtel-de-Ville,48.8584,2.35814,Entire home/apt,6,2.0,3.0,3.0,786.0,2,30,t,90,5.0,Luxury,Paris 4ème
19850,25876309,https://www.airbnb.com/rooms/25876309,95521695,100,f,Élysée,48.868507,2.306642,Private room,3,1.0,1.0,2.0,714.0,1,1125,t,2,5.0,Luxury,Paris 8ème
19877,25885336,https://www.airbnb.com/rooms/25885336,72996126,100,f,Buttes-Montmartre,48.89579,2.3401,Entire home/apt,2,1.0,0.0,1.0,100.0,4,30,t,2,5.0,Fair,Paris 18ème
19930,25838312,https://www.airbnb.com/rooms/25838312,29040209,100,f,Popincourt,48.86425,2.37157,Entire home/apt,2,1.0,1.0,1.0,113.0,2,90,t,3,5.0,Fair,Paris 11ème
19965,26024010,https://www.airbnb.com/rooms/26024010,5253536,100,f,Ménilmontant,48.86651,2.4064,Entire home/apt,6,1.5,2.0,3.0,240.0,3,60,t,2,5.0,Fair,Paris 20ème
20002,25935635,https://www.airbnb.com/rooms/25935635,20079851,100,f,Louvre,48.86676,2.32883,Entire home/apt,4,2.5,2.0,2.0,986.0,4,365,t,2,5.0,Luxury,Paris 1er
20071,26056318,https://www.airbnb.com/rooms/26056318,195784542,100,f,Opéra,48.87885,2.33939,Hotel room,2,1.0,1.0,1.0,401.0,1,1125,t,5,5.0,Premium,Paris 9ème
20137,26156414,https://www.airbnb.com/rooms/26156414,18070352,100,t,Panthéon,48.85136,2.34536,Entire home/apt,2,1.0,1.0,0.0,202.0,2,1124,t,4,5.0,Fair,Paris 5ème
20160,26266457,https://www.airbnb.com/rooms/26266457,45828377,100,f,Opéra,48.88078861904589,2.3486979482985446,Entire home/apt,2,1.0,1.0,1.0,345.0,4,30,t,14,5.0,Premium,Paris 9ème
20334,26407417,https://www.airbnb.com/rooms/26407417,196730699,100,f,Batignolles-Monceau,48.885323,2.294169,Hotel room,2,1.0,1.0,1.0,172.0,1,1125,t,8,5.0,Fair,Paris 17ème
20338,26466535,https://www.airbnb.com/rooms/26466535,169872438,100,f,Buttes-Chaumont,48.89416,2.37702,Private room,2,1.0,1.0,1.0,82.0,2,10,t,7,5.0,Low-cost,Paris 19ème
20344,26407421,https://www.airbnb.com/rooms/26407421,196730699,100,f,Batignolles-Monceau,48.885323,2.294169,Hotel room,2,1.0,1.0,1.0,189.0,1,1125,t,1,5.0,Fair,Paris 17ème
20346,26407426,https://www.airbnb.com/rooms/26407426,196730699,100,f,Batignolles-Monceau,48.885323,2.294169,Hotel room,2,1.0,1.0,1.0,201.0,1,1125,t,3,5.0,Fair,Paris 17ème
20421,26590729,https://www.airbnb.com/rooms/26590729,111874518,100,f,Batignolles-Monceau,48.88528,2.3235,Entire home/apt,2,1.0,0.0,1.0,150.0,3,730,t,1,5.0,Fair,Paris 17ème
20668,26929953,https://www.airbnb.com/rooms/26929953,202637997,100,f,Vaugirard,48.8433387,2.3096777,Entire home/apt,3,1.0,1.0,2.0,129.0,2,360,t,4,5.0,Fair,Paris 15ème
21049,27366196,https://www.airbnb.com/rooms/27366196,19450513,100,f,Buttes-Montmartre,48.89745,2.35997,Entire home/apt,6,2.0,3.0,3.0,230.0,4,365,t,1,5.0,Fair,Paris 18ème
21082,27521312,https://www.airbnb.com/rooms/27521312,19428343,100,f,Temple,48.86477,2.35366,Entire home/apt,4,1.0,2.0,2.0,322.0,5,700,t,5,5.0,Premium,Paris 3ème
21138,27596451,https://www.airbnb.com/rooms/27596451,208224544,100,f,Panthéon,48.84032,2.35209,Hotel room,4,1.0,1.0,2.0,404.0,1,1125,t,2,5.0,Premium,Paris 5ème
21174,27605367,https://www.airbnb.com/rooms/27605367,10757834,100,f,Buttes-Chaumont,48.8843013,2.3754247,Entire home/apt,4,2.0,2.0,3.0,326.0,4,365,t,1,5.0,Premium,Paris 19ème
21291,27700932,https://www.airbnb.com/rooms/27700932,29807132,100,f,Reuilly,48.84458,2.44642,Entire home/apt,4,2.5,3.0,3.0,230.0,2,15,t,5,5.0,Fair,Paris 12ème
21411,28199030,https://www.airbnb.com/rooms/28199030,48151762,100,f,Ménilmontant,48.86797,2.40485,Entire home/apt,5,1.0,3.0,3.0,180.0,8,25,t,5,5.0,Fair,Paris 20ème
21453,28051001,https://www.airbnb.com/rooms/28051001,10846424,100,f,Observatoire,48.82557,2.32524,Entire home/apt,4,1.0,1.0,1.0,105.0,6,730,t,36,5.0,Fair,Paris 14ème
21479,28068067,https://www.airbnb.com/rooms/28068067,151051352,100,f,Luxembourg,48.85354069083222,2.3382008190325503,Entire home/apt,2,1.0,1.0,1.0,406.0,3,21,t,1,5.0,Premium,Paris 6ème
21526,28275833,https://www.airbnb.com/rooms/28275833,12048162,100,f,Buttes-Montmartre,48.883967511949,2.3369571313623028,Entire home/apt,2,1.0,1.0,1.0,150.0,1,365,t,1,5.0,Fair,Paris 18ème
21573,28123027,https://www.airbnb.com/rooms/28123027,212426025,100,f,Popincourt,48.86337832807087,2.367091987641743,Entire home/apt,2,1.0,1.0,1.0,120.0,2,365,t,3,5.0,Fair,Paris 11ème
21582,28355893,https://www.airbnb.com/rooms/28355893,98666478,100,f,Luxembourg,48.8453,2.32135,Hotel room,3,1.0,1.0,3.0,424.0,1,1125,t,1,5.0,Premium,Paris 6ème
21583,28355895,https://www.airbnb.com/rooms/28355895,98666478,100,f,Luxembourg,48.8453,2.32135,Hotel room,3,1.0,1.0,2.0,424.0,1,1125,t,3,5.0,Premium,Paris 6ème
21622,28483262,https://www.airbnb.com/rooms/28483262,76973824,100,f,Batignolles-Monceau,48.87769,2.29347,Hotel room,2,1.0,1.0,1.0,584.0,1,1125,t,2,5.0,Luxury,Paris 17ème
21647,28406992,https://www.airbnb.com/rooms/28406992,8156695,100,t,Buttes-Montmartre,48.88326110444199,2.3371927812695503,Entire home/apt,2,1.0,0.0,1.0,140.0,2,730,t,15,5.0,Fair,Paris 18ème
21725,28579506,https://www.airbnb.com/rooms/28579506,9245751,100,f,Ménilmontant,48.863251,2.40373,Entire home/apt,4,1.0,2.0,3.0,270.0,4,14,t,11,5.0,Premium,Paris 20ème
21860,28835074,https://www.airbnb.com/rooms/28835074,8553805,100,f,Buttes-Montmartre,48.891449,2.363515,Entire home/apt,4,1.0,1.0,2.0,170.0,2,30,t,15,5.0,Fair,Paris 18ème
21897,29018284,https://www.airbnb.com/rooms/29018284,4985957,100,f,Batignolles-Monceau,48.88657294644683,2.3206952954391338,Entire home/apt,6,2.0,3.0,3.0,800.0,3,30,t,1,5.0,Luxury,Paris 17ème
21909,29024694,https://www.airbnb.com/rooms/29024694,216383729,100,f,Élysée,48.86637,2.30312,Hotel room,2,1.0,1.0,1.0,327.0,1,1125,t,1,5.0,Premium,Paris 8ème
21910,29024697,https://www.airbnb.com/rooms/29024697,216383729,100,f,Élysée,48.86631,2.30458,Hotel room,2,1.0,1.0,1.0,362.0,1,1125,t,1,5.0,Premium,Paris 8ème
22162,29724588,https://www.airbnb.com/rooms/29724588,178434041,100,f,Bourse,48.8651513,2.3477663,Entire home/apt,2,1.0,1.0,1.0,229.0,7,60,t,9,5.0,Fair,Paris 2ème
22284,29791362,https://www.airbnb.com/rooms/29791362,19342483,100,f,Gobelins,48.83586675026561,2.3512063175439835,Entire home/apt,2,1.0,1.0,1.0,120.0,5,60,t,3,5.0,Fair,Paris 13ème
22287,29792084,https://www.airbnb.com/rooms/29792084,43096459,100,t,Luxembourg,48.8571,2.33593,Entire home/apt,2,1.0,1.0,1.0,402.0,7,42,t,38,5.0,Premium,Paris 6ème
22352,29854959,https://www.airbnb.com/rooms/29854959,129262784,100,t,Élysée,48.87161,2.32333,Entire home/apt,4,2.0,3.0,3.0,480.0,5,15,t,19,5.0,Premium,Paris 8ème
22357,29872283,https://www.airbnb.com/rooms/29872283,192420468,100,f,Entrepôt,48.87828,2.35502,Hotel room,2,1.0,1.0,1.0,214.0,1,1125,t,3,5.0,Fair,Paris 10ème
22415,30188360,https://www.airbnb.com/rooms/30188360,113526436,100,f,Entrepôt,48.88323,2.35177,Entire home/apt,1,1.0,1.0,1.0,35.0,30,1125,t,2,5.0,Low-cost,Paris 10ème
22431,30309692,https://www.airbnb.com/rooms/30309692,224541155,100,t,Opéra,48.8748,2.34277,Entire home/apt,5,1.0,1.0,3.0,291.0,1,45,t,8,5.0,Premium,Paris 9ème
22475,30009165,https://www.airbnb.com/rooms/30009165,225573206,100,f,Luxembourg,48.84420680103288,2.330959382347532,Entire home/apt,3,2.0,2.0,2.0,700.0,3,90,t,4,5.0,Luxury,Paris 6ème
22498,30262170,https://www.airbnb.com/rooms/30262170,15641850,100,f,Ménilmontant,48.8567697,2.3953283,Entire home/apt,8,2.0,3.0,4.0,400.0,5,20,t,3,5.0,Premium,Paris 20ème
22511,30360399,https://www.airbnb.com/rooms/30360399,222573970,100,f,Batignolles-Monceau,48.87765,2.29077,Entire home/apt,6,1.0,2.0,3.0,216.0,2,365,t,3,5.0,Fair,Paris 17ème
22564,30387968,https://www.airbnb.com/rooms/30387968,47630047,100,f,Buttes-Chaumont,48.87595326490267,2.3766868984512737,Entire home/apt,4,2.0,2.0,2.0,450.0,2,365,t,1,5.0,Premium,Paris 19ème
22566,30390994,https://www.airbnb.com/rooms/30390994,31746474,100,f,Entrepôt,48.87270135402019,2.357348729463482,Entire home/apt,4,1.0,1.0,2.0,164.0,2,60,t,2,5.0,Fair,Paris 10ème
22735,30728073,https://www.airbnb.com/rooms/30728073,229553121,100,f,Popincourt,48.85945,2.36896,Hotel room,3,1.0,1.0,2.0,505.0,1,1125,t,2,5.0,Luxury,Paris 11ème
22736,30728075,https://www.airbnb.com/rooms/30728075,229553121,100,f,Popincourt,48.86,2.36908,Hotel room,4,1.0,1.0,2.0,545.0,1,1125,t,2,5.0,Luxury,Paris 11ème
22737,30728078,https://www.airbnb.com/rooms/30728078,229553121,100,f,Popincourt,48.85938,2.36904,Hotel room,4,1.0,1.0,2.0,605.0,1,1125,t,1,5.0,Luxury,Paris 11ème
22757,30895536,https://www.airbnb.com/rooms/30895536,22111662,100,f,Ménilmontant,48.87164,2.39236,Entire home/apt,4,1.0,2.0,2.0,190.0,4,60,t,17,5.0,Fair,Paris 20ème
22773,30582635,https://www.airbnb.com/rooms/30582635,226017637,100,f,Buttes-Montmartre,48.88512,2.33742,Entire home/apt,2,1.0,1.0,1.0,440.0,1,1125,t,1,5.0,Premium,Paris 18ème
22774,30582638,https://www.airbnb.com/rooms/30582638,226017637,100,f,Buttes-Montmartre,48.88512,2.33742,Entire home/apt,4,1.0,1.0,2.0,429.0,1,1125,t,4,5.0,Premium,Paris 18ème
22775,30582642,https://www.airbnb.com/rooms/30582642,226017637,100,f,Buttes-Montmartre,48.88512,2.33742,Entire home/apt,4,1.0,1.0,2.0,514.0,1,1125,t,9,5.0,Luxury,Paris 18ème
22776,30582646,https://www.airbnb.com/rooms/30582646,226017637,100,f,Buttes-Montmartre,48.88512,2.33742,Entire home/apt,6,2.0,2.0,3.0,798.0,1,1125,t,1,5.0,Luxury,Paris 18ème
23030,31369898,https://www.airbnb.com/rooms/31369898,98498558,100,t,Passy,48.86885,2.29243,Hotel room,2,1.0,1.0,1.0,312.0,1,1125,t,1,5.0,Premium,Paris 16ème
23036,31196997,https://www.airbnb.com/rooms/31196997,12046877,100,f,Temple,48.8647,2.35504,Private room,2,1.0,1.0,1.0,150.0,3,1125,t,4,5.0,Fair,Paris 3ème
23064,31229631,https://www.airbnb.com/rooms/31229631,5171311,100,f,Buttes-Montmartre,48.88631549704324,2.3549801856279373,Entire home/apt,4,1.0,1.0,2.0,109.0,2,90,t,10,5.0,Fair,Paris 18ème
23073,31528661,https://www.airbnb.com/rooms/31528661,10805305,100,f,Buttes-Montmartre,48.89003,2.33959,Entire home/apt,2,1.0,1.0,1.0,220.0,2,6,t,38,5.0,Fair,Paris 18ème
23228,31819279,https://www.airbnb.com/rooms/31819279,21213918,100,f,Entrepôt,48.87874,2.35144,Private room,4,1.0,1.0,2.0,350.0,5,1125,t,1,5.0,Premium,Paris 10ème
23497,32398561,https://www.airbnb.com/rooms/32398561,138766187,100,f,Popincourt,48.85995,2.36891,Entire home/apt,6,2.5,3.0,4.0,600.0,7,30,t,18,5.0,Luxury,Paris 11ème
23537,32419345,https://www.airbnb.com/rooms/32419345,98666478,100,f,Luxembourg,48.84529237882663,2.3211813809509163,Private room,2,1.0,2.0,1.0,357.0,1,365,t,1,5.0,Premium,Paris 6ème
23566,32453219,https://www.airbnb.com/rooms/32453219,17471683,100,f,Luxembourg,48.85259045525319,2.3340526535766,Entire home/apt,4,2.0,2.0,2.0,550.0,30,1125,t,1,5.0,Luxury,Paris 6ème
23608,32632308,https://www.airbnb.com/rooms/32632308,244502597,100,f,Passy,48.87076,2.29053,Hotel room,2,1.0,1.0,1.0,290.0,1,1125,t,1,5.0,Premium,Paris 16ème
23625,32632323,https://www.airbnb.com/rooms/32632323,244502597,100,f,Passy,48.87057,2.29151,Hotel room,2,1.0,1.0,2.0,313.0,1,1125,t,1,5.0,Premium,Paris 16ème
23635,32632398,https://www.airbnb.com/rooms/32632398,181046598,99,t,Entrepôt,48.87962,2.35075,Private room,2,1.0,1.0,1.0,155.0,1,7,t,5,5.0,Fair,Paris 10ème
23654,32972091,https://www.airbnb.com/rooms/32972091,1322370,100,f,Opéra,48.86997,2.3271,Entire home/apt,2,1.5,1.0,1.0,124.0,30,1125,t,1,5.0,Fair,Paris 9ème
23756,32868641,https://www.airbnb.com/rooms/32868641,30793024,100,t,Observatoire,48.83947,2.32526,Entire home/apt,4,1.0,1.0,2.0,280.0,2,365,t,12,5.0,Premium,Paris 14ème
23812,32762866,https://www.airbnb.com/rooms/32762866,51402435,100,f,Vaugirard,48.83939964760184,2.3122885965069635,Private room,2,1.5,1.0,1.0,120.0,3,15,t,16,5.0,Fair,Paris 15ème
