,id,listing_url,host_id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,price_range,Commune nom
74221,1099135326540306666,https://www.airbnb.com/rooms/1099135326540306666,563873417,100,f,Ménilmontant,48.85889,2.38958,Entire home/apt,6,2.0,3.0,3.0,380.0,3,29,t,3,5.0,Premium,Paris 20ème
74224,1099154809874978478,https://www.airbnb.com/rooms/1099154809874978478,5851758,100,f,Ménilmontant,48.86677037329881,2.3928007828314155,Entire home/apt,6,1.0,3.0,5.0,200.0,3,365,t,2,5.0,Fair,Paris 20ème
74229,1098562556420439960,https://www.airbnb.com/rooms/1098562556420439960,562827300,100,f,Buttes-Montmartre,48.88750599999999,2.3600232,Private room,2,1.5,1.0,1.0,119.0,1,365,t,8,5.0,Fair,Paris 18ème
74231,1099252679494701981,https://www.airbnb.com/rooms/1099252679494701981,152300964,100,t,Passy,48.86869369999999,2.2873992,Entire home/apt,3,1.0,1.0,0.0,203.0,6,15,t,1,5.0,Fair,Paris 16ème
74255,1099200350975961596,https://www.airbnb.com/rooms/1099200350975961596,8381977,100,f,Buttes-Montmartre,48.888047209284814,2.3493037241122163,Entire home/apt,4,1.0,1.0,1.0,105.0,3,30,t,6,5.0,Fair,Paris 18ème
74257,1099202416467995403,https://www.airbnb.com/rooms/1099202416467995403,9982263,100,f,Buttes-Montmartre,48.89397,2.34988,Entire home/apt,5,1.0,2.0,3.0,200.0,2,21,t,1,5.0,Fair,Paris 18ème
74280,1099206870677546619,https://www.airbnb.com/rooms/1099206870677546619,563893289,100,f,Bourse,48.86566173425593,2.347185784646564,Entire home/apt,6,2.5,3.0,0.0,390.0,2,30,t,8,5.0,Premium,Paris 2ème
74281,1099976021217097674,https://www.airbnb.com/rooms/1099976021217097674,563710167,100,t,Vaugirard,48.8486556,2.2946639,Entire home/apt,14,7.0,7.0,7.0,1984.0,1,365,t,2,5.0,Luxury,Paris 15ème
74304,1099789657391439920,https://www.airbnb.com/rooms/1099789657391439920,528382206,100,f,Hôtel-de-Ville,48.85488694334289,2.3682158255175203,Entire home/apt,4,1.0,1.0,2.0,220.0,2,90,t,4,5.0,Fair,Paris 4ème
74324,1100017726850666160,https://www.airbnb.com/rooms/1100017726850666160,286080743,100,f,Observatoire,48.8298195,2.3289658,Entire home/apt,2,1.0,1.0,1.0,87.0,2,365,t,11,5.0,Low-cost,Paris 14ème
74343,1099346481698024446,https://www.airbnb.com/rooms/1099346481698024446,476183500,100,t,Entrepôt,48.87242015690912,2.352093335903768,Entire home/apt,3,1.5,1.0,2.0,174.0,1,365,t,6,5.0,Fair,Paris 10ème
74363,1099828279493345989,https://www.airbnb.com/rooms/1099828279493345989,564052312,100,f,Vaugirard,48.83433,2.29772,Entire home/apt,4,1.0,2.0,2.0,215.0,1,1125,t,4,5.0,Fair,Paris 15ème
74408,1099859388340332217,https://www.airbnb.com/rooms/1099859388340332217,551490815,100,t,Luxembourg,48.84265,2.3323,Entire home/apt,4,1.0,2.0,3.0,2168.0,3,25,t,1,5.0,Luxury,Paris 6ème
74409,1099865503001946198,https://www.airbnb.com/rooms/1099865503001946198,182265647,100,f,Buttes-Chaumont,48.89068,2.37377,Entire home/apt,4,1.0,1.0,2.0,62.0,30,365,t,2,5.0,Low-cost,Paris 19ème
74410,1099865876257719822,https://www.airbnb.com/rooms/1099865876257719822,20346893,100,f,Buttes-Chaumont,48.87971,2.3904,Entire home/apt,2,1.0,0.0,1.0,80.0,2,365,t,1,5.0,Low-cost,Paris 19ème
74426,1099696553677322763,https://www.airbnb.com/rooms/1099696553677322763,272403171,100,f,Buttes-Chaumont,48.88480354030503,2.384122601910512,Entire home/apt,4,1.5,2.0,2.0,300.0,5,21,t,1,5.0,Premium,Paris 19ème
74430,1099708458801021804,https://www.airbnb.com/rooms/1099708458801021804,364522475,100,f,Buttes-Montmartre,48.886336954690094,2.3348557240526926,Entire home/apt,6,2.0,3.0,3.0,350.0,3,365,t,1,5.0,Premium,Paris 18ème
74437,1099882180253090720,https://www.airbnb.com/rooms/1099882180253090720,83317904,100,f,Ménilmontant,48.85166924784127,2.3985285690504936,Entire home/apt,5,1.0,2.0,3.0,325.0,2,365,t,3,5.0,Premium,Paris 20ème
74476,1100488780845398011,https://www.airbnb.com/rooms/1100488780845398011,9699455,100,f,Popincourt,48.8630789,2.3791318,Entire home/apt,2,1.0,1.0,1.0,140.0,4,365,t,6,5.0,Fair,Paris 11ème
74488,1099921091558354848,https://www.airbnb.com/rooms/1099921091558354848,564080823,100,f,Vaugirard,48.84696335648445,2.290563363680489,Entire home/apt,7,2.5,3.0,5.0,500.0,3,365,t,3,5.0,Luxury,Paris 15ème
74494,1100512073522302007,https://www.airbnb.com/rooms/1100512073522302007,564235703,100,f,Entrepôt,48.8788867,2.356679,Entire home/apt,2,1.0,0.0,1.0,93.0,3,365,t,1,5.0,Low-cost,Paris 10ème
74497,1100520591074566637,https://www.airbnb.com/rooms/1100520591074566637,564237254,100,f,Batignolles-Monceau,48.8850853,2.2941052,Entire home/apt,4,1.0,2.0,3.0,200.0,2,365,t,1,5.0,Fair,Paris 17ème
74508,1100620947015358354,https://www.airbnb.com/rooms/1100620947015358354,27250064,100,f,Popincourt,48.8537085,2.3804255,Entire home/apt,2,1.0,1.0,0.0,100.0,2,120,t,6,5.0,Fair,Paris 11ème
74524,1099930174481243501,https://www.airbnb.com/rooms/1099930174481243501,25052807,100,t,Temple,48.86485,2.35845,Entire home/apt,5,1.0,2.0,2.0,300.0,3,365,t,3,5.0,Premium,Paris 3ème
74527,1100635291312631099,https://www.airbnb.com/rooms/1100635291312631099,27353145,100,f,Popincourt,48.85526480000001,2.3812583,Entire home/apt,2,1.0,0.0,1.0,101.0,2,110,t,2,5.0,Fair,Paris 11ème
74528,1100636763106450636,https://www.airbnb.com/rooms/1100636763106450636,15781351,100,f,Buttes-Montmartre,48.8846516,2.3359886,Entire home/apt,2,1.0,1.0,1.0,149.0,7,365,t,2,5.0,Fair,Paris 18ème
74532,1100641577735379894,https://www.airbnb.com/rooms/1100641577735379894,564265582,99,f,Gobelins,48.8241139,2.3617246,Entire home/apt,4,1.0,1.0,2.0,160.0,1,365,t,3,5.0,Fair,Paris 13ème
74533,1100644774104942160,https://www.airbnb.com/rooms/1100644774104942160,564265582,99,f,Gobelins,48.8241139,2.3617246,Entire home/apt,4,1.0,1.0,2.0,173.0,1,365,t,2,5.0,Fair,Paris 13ème
74534,1100648251224787082,https://www.airbnb.com/rooms/1100648251224787082,564265582,99,f,Gobelins,48.8241139,2.3617246,Entire home/apt,4,1.0,1.0,2.0,188.0,1,365,t,2,5.0,Fair,Paris 13ème
74541,1100652311601558716,https://www.airbnb.com/rooms/1100652311601558716,564265582,99,f,Gobelins,48.8241139,2.3617246,Entire home/apt,6,2.0,2.0,3.0,258.0,1,365,t,6,5.0,Premium,Paris 13ème
74552,1100825274187565712,https://www.airbnb.com/rooms/1100825274187565712,60535254,100,f,Observatoire,48.82505,2.34155,Entire home/apt,4,1.0,1.0,2.0,180.0,2,14,t,1,5.0,Fair,Paris 14ème
74573,1100687840598225303,https://www.airbnb.com/rooms/1100687840598225303,187843008,100,f,Batignolles-Monceau,48.88334,2.3255,Entire home/apt,2,1.0,1.0,0.0,95.0,3,365,t,4,5.0,Low-cost,Paris 17ème
74575,1100691238196201349,https://www.airbnb.com/rooms/1100691238196201349,41268481,100,t,Opéra,48.8766449,2.3375569,Entire home/apt,2,1.0,1.0,1.0,199.0,1,3,t,30,5.0,Fair,Paris 9ème
74580,1101404374004144587,https://www.airbnb.com/rooms/1101404374004144587,33225116,100,f,Buttes-Chaumont,48.88590199999999,2.3878274,Entire home/apt,4,1.0,2.0,2.0,150.0,1,1125,t,9,5.0,Fair,Paris 19ème
74589,1100898857896485718,https://www.airbnb.com/rooms/1100898857896485718,490635202,100,f,Entrepôt,48.8703777,2.3666218,Entire home/apt,3,1.0,1.0,0.0,198.0,1,365,t,1,5.0,Fair,Paris 10ème
74592,1101408513522877931,https://www.airbnb.com/rooms/1101408513522877931,564075937,100,f,Batignolles-Monceau,48.88731,2.30219,Entire home/apt,4,1.0,1.0,2.0,150.0,1,1125,t,1,5.0,Fair,Paris 17ème
74598,1100693874289623864,https://www.airbnb.com/rooms/1100693874289623864,70187596,100,f,Élysée,48.87193352503184,2.321712411940098,Entire home/apt,2,1.0,0.0,0.0,207.0,5,365,t,1,5.0,Fair,Paris 8ème
74602,1100707828886179395,https://www.airbnb.com/rooms/1100707828886179395,33798866,100,f,Gobelins,48.8282805,2.3481935,Entire home/apt,2,1.0,1.0,1.0,76.0,2,120,t,6,5.0,Low-cost,Paris 13ème
74661,1100749819432749665,https://www.airbnb.com/rooms/1100749819432749665,564299277,100,f,Entrepôt,48.8800463,2.3502731,Entire home/apt,3,1.0,2.0,3.0,540.0,4,365,t,1,5.0,Luxury,Paris 10ème
74675,1101238573231934934,https://www.airbnb.com/rooms/1101238573231934934,89439256,100,f,Passy,48.87246223648603,2.2815490536889294,Entire home/apt,4,1.0,1.0,2.0,250.0,1,31,t,3,5.0,Premium,Paris 16ème
74688,1100805448890174916,https://www.airbnb.com/rooms/1100805448890174916,557245510,100,f,Louvre,48.86404408836048,2.3306981248322605,Entire home/apt,3,1.0,1.0,0.0,303.0,2,365,t,7,5.0,Premium,Paris 1er
74713,1101298249068890753,https://www.airbnb.com/rooms/1101298249068890753,512926146,99,t,Opéra,48.87123130000001,2.3279976,Entire home/apt,4,1.0,1.0,2.0,209.0,1,29,t,6,5.0,Fair,Paris 9ème
74715,1101589566592491392,https://www.airbnb.com/rooms/1101589566592491392,4883890,100,f,Ménilmontant,48.85651,2.4016,Entire home/apt,4,1.0,2.0,1.0,150.0,2,365,t,5,5.0,Fair,Paris 20ème
74717,1102080895598393456,https://www.airbnb.com/rooms/1102080895598393456,10819530,100,t,Entrepôt,48.8690755,2.3608591,Entire home/apt,5,1.0,3.0,3.0,450.0,5,365,t,9,5.0,Premium,Paris 10ème
74719,1102085970207092379,https://www.airbnb.com/rooms/1102085970207092379,99040006,100,f,Opéra,48.87975,2.34901,Entire home/apt,5,2.0,2.0,3.0,265.0,1,365,t,1,5.0,Premium,Paris 9ème
74721,1102090469266883062,https://www.airbnb.com/rooms/1102090469266883062,31711910,99,t,Palais-Bourbon,48.85652,2.33075,Entire home/apt,6,1.0,2.0,3.0,810.0,3,1125,t,4,5.0,Luxury,Paris 7ème
74725,1101298516609941391,https://www.airbnb.com/rooms/1101298516609941391,512926146,99,t,Opéra,48.87123130000001,2.3279976,Entire home/apt,4,1.0,1.0,2.0,209.0,1,29,t,5,5.0,Fair,Paris 9ème
74749,1101316717032267688,https://www.airbnb.com/rooms/1101316717032267688,522662901,100,f,Buttes-Montmartre,48.8839164214654,2.344673759474502,Entire home/apt,2,1.0,1.0,1.0,113.0,3,15,t,3,5.0,Fair,Paris 18ème
74750,1101318576807346641,https://www.airbnb.com/rooms/1101318576807346641,562136400,100,f,Vaugirard,48.84174497725652,2.3109088591440474,Entire home/apt,2,1.0,1.0,0.0,123.0,10,365,t,6,5.0,Fair,Paris 15ème
74755,1101348111163059491,https://www.airbnb.com/rooms/1101348111163059491,65554286,100,f,Batignolles-Monceau,48.89212511784442,2.320853782212096,Entire home/apt,2,1.0,1.0,0.0,75.0,7,365,t,2,5.0,Low-cost,Paris 17ème
74756,1101350110459589355,https://www.airbnb.com/rooms/1101350110459589355,125797498,99,f,Buttes-Montmartre,48.8843668,2.3334974,Entire home/apt,2,1.0,1.0,1.0,142.0,3,1125,t,1,5.0,Fair,Paris 18ème
74758,1101646511133934313,https://www.airbnb.com/rooms/1101646511133934313,234179774,100,f,Gobelins,48.833628140353454,2.356142238344092,Entire home/apt,2,1.0,1.0,0.0,138.0,4,365,t,3,5.0,Fair,Paris 13ème
74768,1102124439814724159,https://www.airbnb.com/rooms/1102124439814724159,83773831,100,f,Passy,48.85136226108709,2.2608153049694746,Entire home/apt,4,1.0,1.0,2.0,146.0,2,1125,t,5,5.0,Fair,Paris 16ème
74774,1102132115115425580,https://www.airbnb.com/rooms/1102132115115425580,340066885,100,f,Panthéon,48.8446242622243,2.3495945082861214,Entire home/apt,4,2.5,2.0,3.0,200.0,2,1125,t,16,5.0,Fair,Paris 5ème
74776,1102133997065149362,https://www.airbnb.com/rooms/1102133997065149362,383603940,100,f,Vaugirard,48.84084562226176,2.2872225739003382,Entire home/apt,2,1.0,1.0,1.0,109.0,1,365,t,1,5.0,Fair,Paris 15ème
74782,1101364793762599229,https://www.airbnb.com/rooms/1101364793762599229,385139008,100,f,Hôtel-de-Ville,48.859748097219125,2.3571958475290025,Entire home/apt,2,1.5,1.0,1.0,274.0,2,365,t,4,5.0,Premium,Paris 4ème
74816,1101953450214066364,https://www.airbnb.com/rooms/1101953450214066364,93993467,100,f,Buttes-Montmartre,48.89370381393945,2.3608692495418544,Entire home/apt,2,1.0,1.0,1.0,80.0,30,92,t,1,5.0,Low-cost,Paris 18ème
74837,1102696976635436376,https://www.airbnb.com/rooms/1102696976635436376,69308137,100,t,Batignolles-Monceau,48.88412668569208,2.301977723836899,Private room,2,1.0,1.0,1.0,110.0,2,365,t,2,5.0,Fair,Paris 17ème
74872,1102020545163389100,https://www.airbnb.com/rooms/1102020545163389100,2056689,100,t,Reuilly,48.8462,2.37518,Entire home/apt,6,2.0,3.0,5.0,350.0,1,1125,t,1,5.0,Premium,Paris 12ème
74879,1102787458167414771,https://www.airbnb.com/rooms/1102787458167414771,55378441,100,f,Gobelins,48.82035,2.37531,Entire home/apt,4,1.0,1.0,2.0,115.0,3,365,t,5,5.0,Fair,Paris 13ème
74888,1102307789170481249,https://www.airbnb.com/rooms/1102307789170481249,121087446,100,f,Popincourt,48.86051,2.37497,Entire home/apt,4,1.5,1.0,2.0,154.0,3,365,t,9,5.0,Fair,Paris 11ème
74909,1102598241681089217,https://www.airbnb.com/rooms/1102598241681089217,419439545,100,t,Vaugirard,48.83373760031892,2.2879594792335336,Entire home/apt,2,1.0,1.0,1.0,99.0,2,90,t,14,5.0,Low-cost,Paris 15ème
74914,1102805620729578889,https://www.airbnb.com/rooms/1102805620729578889,508627252,100,f,Vaugirard,48.8548,2.289,Entire home/apt,2,1.0,1.0,2.0,250.0,2,15,t,1,5.0,Premium,Paris 15ème
74927,1103485307204946929,https://www.airbnb.com/rooms/1103485307204946929,392942286,100,f,Buttes-Montmartre,48.894265985669634,2.3444301498715885,Entire home/apt,2,1.0,1.0,1.0,150.0,4,365,t,1,5.0,Fair,Paris 18ème
74936,1102852916488077910,https://www.airbnb.com/rooms/1102852916488077910,4997620,100,f,Buttes-Montmartre,48.88488178577677,2.337629297343728,Entire home/apt,4,1.0,2.0,2.0,145.0,30,300,t,1,5.0,Fair,Paris 18ème
74941,1102633733451200281,https://www.airbnb.com/rooms/1102633733451200281,245844815,100,f,Opéra,48.8766616,2.3437357,Hotel room,2,1.0,1.0,1.0,96.0,1,365,t,1,5.0,Low-cost,Paris 9ème
74947,1102668337423981028,https://www.airbnb.com/rooms/1102668337423981028,31569813,100,f,Passy,48.85712,2.2682,Entire home/apt,4,1.0,1.0,2.0,191.0,3,1125,t,10,5.0,Fair,Paris 16ème
74967,1103854421304309311,https://www.airbnb.com/rooms/1103854421304309311,565036329,100,f,Buttes-Chaumont,48.88444919889277,2.3758454343933044,Entire home/apt,4,1.0,1.0,2.0,230.0,2,30,t,3,5.0,Fair,Paris 19ème
74968,1104065953302818321,https://www.airbnb.com/rooms/1104065953302818321,310394308,100,f,Buttes-Montmartre,48.89134,2.34031,Entire home/apt,4,1.0,1.0,2.0,135.0,3,365,t,7,5.0,Fair,Paris 18ème
74981,1103527827698562645,https://www.airbnb.com/rooms/1103527827698562645,70633107,100,f,Ménilmontant,48.85689439999999,2.4056871,Entire home/apt,3,1.0,2.0,2.0,116.0,5,365,t,1,5.0,Fair,Paris 20ème
74988,1102910680493063194,https://www.airbnb.com/rooms/1102910680493063194,152592989,100,f,Passy,48.8647009,2.2846536,Entire home/apt,3,1.0,1.0,2.0,250.0,1,365,t,6,5.0,Premium,Paris 16ème
74989,1103530232219325039,https://www.airbnb.com/rooms/1103530232219325039,240629833,100,f,Vaugirard,48.84405,2.30723,Private room,2,1.0,1.0,1.0,155.0,2,120,t,2,5.0,Fair,Paris 15ème
75001,1104173732967898773,https://www.airbnb.com/rooms/1104173732967898773,51567288,100,f,Louvre,48.86694264095168,2.324687138816952,Entire home/apt,2,1.5,0.0,1.0,203.0,1,365,t,1,5.0,Fair,Paris 1er
75005,1102918480666304677,https://www.airbnb.com/rooms/1102918480666304677,564649747,100,f,Louvre,48.863683,2.346354,Entire home/apt,2,1.0,1.0,1.0,96.0,1,1125,t,3,5.0,Low-cost,Paris 1er
75011,1102926796574405531,https://www.airbnb.com/rooms/1102926796574405531,564820206,99,t,Hôtel-de-Ville,48.85825499295866,2.3522607576721155,Entire home/apt,4,3.0,3.0,3.0,300.0,1,28,t,26,5.0,Premium,Paris 4ème
75020,1104176013499574988,https://www.airbnb.com/rooms/1104176013499574988,51567288,100,f,Louvre,48.86896656975452,2.32631086692481,Entire home/apt,2,1.0,0.0,1.0,198.0,1,365,t,1,5.0,Fair,Paris 1er
75021,1104176669200181448,https://www.airbnb.com/rooms/1104176669200181448,564939374,100,f,Vaugirard,48.839796292079264,2.3011893682898554,Entire home/apt,6,2.5,3.0,4.0,1000.0,2,40,t,1,5.0,Luxury,Paris 15ème
75028,1104202151107019136,https://www.airbnb.com/rooms/1104202151107019136,301887800,100,f,Vaugirard,48.84451503998464,2.276970423904603,Entire home/apt,1,1.0,0.0,1.0,69.0,2,365,t,4,5.0,Low-cost,Paris 15ème
75036,1103015691017541595,https://www.airbnb.com/rooms/1103015691017541595,564845840,100,f,Buttes-Montmartre,48.88905978676458,2.354157953910156,Private room,2,1.0,1.0,1.0,104.0,1,5,t,2,5.0,Fair,Paris 18ème
75046,1103578846391079722,https://www.airbnb.com/rooms/1103578846391079722,364644007,100,f,Gobelins,48.8230239,2.3558629,Entire home/apt,2,1.0,1.0,1.0,300.0,1,365,t,1,5.0,Premium,Paris 13ème
75051,1103380804748268185,https://www.airbnb.com/rooms/1103380804748268185,24961192,100,f,Ménilmontant,48.8587305,2.4015886,Entire home/apt,6,1.0,2.0,0.0,180.0,2,365,t,3,5.0,Fair,Paris 20ème
75060,1104229204094301528,https://www.airbnb.com/rooms/1104229204094301528,26169773,100,f,Buttes-Montmartre,48.89646,2.33787,Entire home/apt,2,1.0,1.0,1.0,90.0,3,365,t,1,5.0,Low-cost,Paris 18ème
75073,1103598078131991348,https://www.airbnb.com/rooms/1103598078131991348,385139008,100,f,Temple,48.86330985163082,2.3643503957630303,Entire home/apt,4,1.0,1.0,1.0,220.0,3,30,t,1,5.0,Fair,Paris 3ème
75084,1104267075002806468,https://www.airbnb.com/rooms/1104267075002806468,448716922,100,f,Buttes-Chaumont,48.88443101263197,2.370924001226125,Entire home/apt,4,1.0,1.0,2.0,134.0,1,365,t,7,5.0,Fair,Paris 19ème
75097,1103609294497241103,https://www.airbnb.com/rooms/1103609294497241103,77304406,100,f,Vaugirard,48.852158018480026,2.2910181079835445,Entire home/apt,4,1.0,2.0,2.0,371.0,1,10,t,1,5.0,Premium,Paris 15ème
75099,1103612824619440815,https://www.airbnb.com/rooms/1103612824619440815,245534747,100,t,Passy,48.845351000825055,2.2707818340667902,Entire home/apt,4,1.0,1.0,2.0,100.0,7,365,t,3,5.0,Fair,Paris 16ème
75116,1104360160135008807,https://www.airbnb.com/rooms/1104360160135008807,19776457,100,f,Popincourt,48.86294,2.37636,Entire home/apt,4,1.0,2.0,2.0,260.0,3,365,t,1,5.0,Premium,Paris 11ème
75122,1104378960686112928,https://www.airbnb.com/rooms/1104378960686112928,459721826,100,f,Reuilly,48.83624072635664,2.40732976441592,Entire home/apt,4,1.0,1.0,2.0,150.0,2,40,t,1,5.0,Fair,Paris 12ème
75174,1104426166983875677,https://www.airbnb.com/rooms/1104426166983875677,13608230,100,f,Batignolles-Monceau,48.8795216,2.2980921,Entire home/apt,2,1.5,1.0,1.0,395.0,5,50,t,1,5.0,Premium,Paris 17ème
75175,1104427247910731186,https://www.airbnb.com/rooms/1104427247910731186,15752578,100,f,Batignolles-Monceau,48.89259882951084,2.324233658527803,Entire home/apt,2,1.0,0.0,1.0,115.0,2,30,t,1,5.0,Fair,Paris 17ème
75177,1104432411965203898,https://www.airbnb.com/rooms/1104432411965203898,267686168,100,f,Hôtel-de-Ville,48.8528465,2.3627331,Entire home/apt,2,1.0,1.0,1.0,230.0,1,8,t,3,5.0,Fair,Paris 4ème
75202,1103738145756746717,https://www.airbnb.com/rooms/1103738145756746717,556381137,100,f,Opéra,48.88149,2.34865,Entire home/apt,2,1.0,1.0,1.0,134.0,1,365,t,2,5.0,Fair,Paris 9ème
75214,1104883308160967951,https://www.airbnb.com/rooms/1104883308160967951,560722762,100,f,Buttes-Montmartre,48.8902248,2.3451377,Entire home/apt,2,1.0,1.0,1.0,202.0,1,365,t,1,5.0,Fair,Paris 18ème
75235,1103806198765819804,https://www.airbnb.com/rooms/1103806198765819804,68844496,100,f,Élysée,48.875654479949375,2.321770256736975,Entire home/apt,10,3.0,5.0,5.0,1200.0,5,365,t,1,5.0,Luxury,Paris 8ème
75237,1103846663596805460,https://www.airbnb.com/rooms/1103846663596805460,554778509,100,f,Louvre,48.8609096,2.344928,Private room,2,1.0,1.0,1.0,150.0,3,1125,t,1,5.0,Fair,Paris 1er
75255,1104834007463762922,https://www.airbnb.com/rooms/1104834007463762922,263319300,100,t,Batignolles-Monceau,48.8773676,2.2924928,Entire home/apt,2,1.0,0.0,1.0,74.0,1,120,t,2,5.0,Low-cost,Paris 17ème
75266,1104936499673000996,https://www.airbnb.com/rooms/1104936499673000996,242287050,100,f,Batignolles-Monceau,48.8865378,2.2917276,Entire home/apt,4,1.0,2.0,3.0,360.0,2,31,t,1,5.0,Premium,Paris 17ème
75281,1104855128494074366,https://www.airbnb.com/rooms/1104855128494074366,7476714,100,f,Entrepôt,48.87061,2.3588797,Entire home/apt,6,1.0,3.0,4.0,320.0,3,30,t,1,5.0,Premium,Paris 10ème
75284,1104857933432606904,https://www.airbnb.com/rooms/1104857933432606904,7067406,100,f,Popincourt,48.8669008,2.3681723,Entire home/apt,5,1.0,2.0,2.0,320.0,1,20,t,2,5.0,Premium,Paris 11ème
75289,1104970527431557763,https://www.airbnb.com/rooms/1104970527431557763,563103120,100,t,Batignolles-Monceau,48.89222153988303,2.322937778886146,Entire home/apt,6,1.5,2.0,4.0,200.0,2,365,t,5,5.0,Fair,Paris 17ème
75315,1105015786093380147,https://www.airbnb.com/rooms/1105015786093380147,5396463,100,f,Buttes-Chaumont,48.87719,2.3758,Private room,2,1.5,1.0,1.0,99.0,1,30,t,14,5.0,Low-cost,Paris 19ème
75338,1105030856062493218,https://www.airbnb.com/rooms/1105030856062493218,513237318,100,t,Luxembourg,48.85778499981439,2.3342039014390963,Entire home/apt,4,1.0,2.0,2.0,285.0,30,1125,t,1,5.0,Premium,Paris 6ème
75344,1105235880564837768,https://www.airbnb.com/rooms/1105235880564837768,546600538,99,f,Élysée,48.8697326,2.3024989,Entire home/apt,12,2.0,4.0,6.0,1003.0,1,365,t,4,5.0,Luxury,Paris 8ème
75346,1105240311622387824,https://www.airbnb.com/rooms/1105240311622387824,410030324,100,f,Hôtel-de-Ville,48.8589062,2.3569149,Entire home/apt,2,1.0,1.0,0.0,220.0,1,365,t,1,5.0,Fair,Paris 4ème
75357,1105468598222396005,https://www.airbnb.com/rooms/1105468598222396005,65376949,100,f,Temple,48.86702,2.36381,Entire home/apt,4,1.0,2.0,3.0,295.0,3,38,t,1,5.0,Premium,Paris 3ème
75412,1105568784351773025,https://www.airbnb.com/rooms/1105568784351773025,473035928,100,f,Élysée,48.8763993,2.303072,Entire home/apt,4,2.5,2.0,3.0,387.0,2,365,t,6,5.0,Premium,Paris 8ème
75421,1105084838413976618,https://www.airbnb.com/rooms/1105084838413976618,297804028,100,f,Observatoire,48.826624008875314,2.3160472221478514,Private room,2,1.0,1.0,0.0,120.0,1,365,t,1,5.0,Fair,Paris 14ème
75424,1105574246036937437,https://www.airbnb.com/rooms/1105574246036937437,172298771,99,f,Passy,48.8583061,2.2778005,Entire home/apt,4,2.0,2.0,3.0,382.0,4,365,t,2,5.0,Premium,Paris 16ème
75425,1105574772700935074,https://www.airbnb.com/rooms/1105574772700935074,304836620,100,f,Ménilmontant,48.87062304090587,2.388383333641667,Entire home/apt,2,1.0,1.0,1.0,120.0,3,365,t,1,5.0,Fair,Paris 20ème
75440,1105104257596320406,https://www.airbnb.com/rooms/1105104257596320406,9105506,100,f,Entrepôt,48.87152129275148,2.352065691204848,Entire home/apt,3,1.0,1.0,2.0,135.0,2,364,t,2,5.0,Fair,Paris 10ème
75445,1106305585961323087,https://www.airbnb.com/rooms/1106305585961323087,259339691,100,f,Entrepôt,48.87564,2.35337,Entire home/apt,4,1.0,2.0,2.0,9999.0,1,1125,t,4,5.0,Luxury,Paris 10ème
75461,1106307430947856424,https://www.airbnb.com/rooms/1106307430947856424,385139008,100,f,Temple,48.8656289,2.3590962,Entire home/apt,3,1.5,1.0,1.0,350.0,2,365,t,3,5.0,Premium,Paris 3ème
75464,1106312074470911639,https://www.airbnb.com/rooms/1106312074470911639,539634026,100,f,Vaugirard,48.84695,2.29416,Entire home/apt,4,1.0,2.0,0.0,280.0,3,365,t,1,5.0,Premium,Paris 15ème
75480,1106338318596348518,https://www.airbnb.com/rooms/1106338318596348518,126557270,100,t,Popincourt,48.8614139,2.3778731,Entire home/apt,6,1.5,2.0,0.0,225.0,2,1125,t,16,5.0,Fair,Paris 11ème
75505,1106359003873646523,https://www.airbnb.com/rooms/1106359003873646523,115627839,100,f,Gobelins,48.821216659929696,2.350884728985652,Entire home/apt,2,1.0,0.0,1.0,120.0,3,365,t,1,5.0,Fair,Paris 13ème
75526,1105640804803609437,https://www.airbnb.com/rooms/1105640804803609437,99040006,100,f,Bourse,48.8657545,2.3497433,Entire home/apt,2,1.0,1.0,1.0,1121.0,3,365,t,2,5.0,Luxury,Paris 2ème
75540,1105660853798059360,https://www.airbnb.com/rooms/1105660853798059360,548956156,100,f,Vaugirard,48.84699,2.30047,Entire home/apt,4,1.0,0.0,2.0,456.0,2,365,t,2,5.0,Premium,Paris 15ème
75553,1105668891826773955,https://www.airbnb.com/rooms/1105668891826773955,402078153,100,f,Palais-Bourbon,48.85706400690622,2.32850122324436,Entire home/apt,2,1.0,1.0,1.0,285.0,14,30,t,1,5.0,Premium,Paris 7ème
75562,1106423732820610866,https://www.airbnb.com/rooms/1106423732820610866,54604520,100,f,Buttes-Chaumont,48.89078382042273,2.3798073814758336,Entire home/apt,4,1.0,1.0,2.0,200.0,3,40,t,1,5.0,Fair,Paris 19ème
75572,1106294146520903683,https://www.airbnb.com/rooms/1106294146520903683,565528229,100,f,Opéra,48.874580389068576,2.344606213022381,Entire home/apt,4,1.0,2.0,2.0,427.0,1,1125,t,4,5.0,Premium,Paris 9ème
75625,1107144689251166024,https://www.airbnb.com/rooms/1107144689251166024,8345220,99,t,Popincourt,48.86153728862002,2.372237306980003,Entire home/apt,6,2.0,3.0,3.0,414.0,4,365,t,4,5.0,Premium,Paris 11ème
75631,1107157770478946061,https://www.airbnb.com/rooms/1107157770478946061,149976492,100,f,Popincourt,48.850959344505824,2.3941371461742325,Entire home/apt,2,1.0,1.0,1.0,69.0,2,15,t,1,5.0,Low-cost,Paris 11ème
